競馬場,競走年月日,レース番号,枠番,帽色,馬番,馬名,性,齢,毛色,生年月日,父馬名,母馬名,母父馬名,騎手名,騎手所属,負担重量,騎手成績,調教師,調教師所属,馬主氏名,生産牧場名,馬体重,馬体重増減,全成績,ダート左成績,ダート右成績,当競馬場成績,うち当距離成績,最高タイム,最高タイム良馬場,着順,タイム,着差,上がり3F,人気
船橋,20260825,5,3,赤,3,ウィルスカイ,牡,3,鹿毛,20230425,マテラスカイ,オールトゥーウェル,ハーツクライ,山中悠,船橋,56,0-1-0-0,渡邊貴,船橋,高橋千恵子,株式会社アフリートフ,,,3-3-1-12,0-1-0-0,3-2-1-12,0-1-0-0,0-1-0-0,1:18.0,良1:18.0,,,,,1
船橋,20260825,5,4,青,4,ラヴィエベル,牝,3,栗毛,20230330,レッドファルクス,ペネトレイト,ネオユニヴァース,所　蛍,船橋,☆53,1-0-0-3,齊藤敏,船橋,三瓶敏恭,新井昭二牧場,,,1-0-0-6,1-0-0-6,0-0-0-0,1-0-0-6,1-0-0-6,1:18.1,良1:18.1,,,,,1
船橋,20260825,5,5,黄,5,マサッキー,牝,3,鹿毛,20230510,ダイワメジャー,リラックススマイル,"Dubai Destination",臼井健,船橋,54,1-1-0-6,岩崎真,船橋,（株）Ｗプロパティー,日高大洋牧場,,,1-1-0-6,1-1-0-6,0-0-0-0,1-1-0-4,1-1-0-3,1:18.0,良1:18.0,,,,,1
船橋,20260825,5,5,黄,6,チョンチョロチョン,牝,3,栗毛,20230221,フィレンツェファイア,アラーラム,ダイワメジャー,室陽一,浦和,54,0-0-0-2,宇野博,浦和,内田玄祥,大狩部牧場,,,1-0-0-3,1-0-0-3,0-0-0-0,0-0-0-0,0-0-0-0,,,,,,,1
船橋,20260825,5,6,緑,7,ナックナック,牝,3,栗毛,20230311,フリオーソ,ミッキーダイモンド,アメリカンペイトリオット,木間龍,船橋,54,0-2-1-10,矢野義,船橋,中村陽介,大栄牧場,,,0-2-1-11,0-2-1-11,0-0-0-0,0-1-1-10,0-1-0-7,1:18.2,良1:18.2,,,,,1
船橋,20260825,5,6,緑,8,ジオパークムーン,牝,3,栗毛,20230330,グロリアスノア,ジェネシスムーン,タイセイレジェンド,沖響主,船橋,▲51,0-0-0-0,岩崎真,船橋,小関勝紀,様似共栄牧場,,,1-0-1-3,1-0-1-3,0-0-0-0,1-0-1-3,1-0-0-1,1:17.5,良1:17.5,,,,,1
船橋,20260825,5,7,橙,9,トーヤマノゴールド,牡,3,青鹿毛,20230313,ホッコータルマエ,カワカミマゴコロ,パイロ,岡村健,船橋,56,0-0-1-1,山中尊,船橋,小林祐介,三石川上牧場,,,0-0-4-8,0-0-4-8,0-0-0-0,0-0-4-6,0-0-4-4,1:17.1,良1:17.1,,,,,1
船橋,20260825,5,7,橙,10,ランドフスカ,牝,3,栗毛,20230417,タイセイレジェンド,クリストフォリ,ヘニーヒューズ,和田譲,大井,54,1-0-0-0,新井清,船橋,（株）ＹＧＧホースクラブ,株式会社奥山ファーム,,,1-1-3-8,1-0-0-1,0-1-3-7,1-0-0-1,1-0-0-1,1:18.1,良1:18.1,,,,,1
船橋,20260825,5,8,桃,11,ハリッサ,牝,3,栗毛,20230330,ジャスタウェイ,リラカノープス,Galileo,中山遥,浦和,☆53,0-2-1-8,水野貴,浦和,長橋秀雄,門別尚省,,,0-2-1-14,0-2-1-14,0-0-0-0,0-0-0-3,0-0-0-0,,,,,,,1
船橋,20260825,5,8,桃,12,エターナルフィズ,牝,3,鹿毛,20230304,キャプテンキング,ジョイ,ストロングリターン,ゴンサ,船橋,54,0-0-0-0,玉井昇,船橋,鈴木正浩,横井直美,,,0-1-3-9,0-1-3-9,0-0-0-0,0-0-2-7,0-0-2-6,1:17.4,良1:18.1,,,,,1
船橋,20260825,6,1,白,1,マケタラアカン,牡,5,芦毛,20210220,バゴ,バオバブ,クロフネ,笠野雄,船橋,56,0-2-2-23,佐々清,船橋,萩原和矢,中脇満,,,0-2-3-44,0-2-3-34,0-0-0-6,0-1-2-22,0-1-2-15,1:16.2,良1:16.2,,,,,1
船橋,20260825,6,2,黒,2,レガシーオブエリザ,牝,5,黒鹿毛,20210208,スワーヴリチャード,ワシントンレガシー,クロフネ,所　蛍,船橋,☆53,0-0-0-1,阿井正,船橋,（有）総武開発,ノーザンファーム,,,0-1-2-22,0-0-1-11,0-0-0-9,0-0-1-6,0-0-0-1,1:17.6,良1:17.6,,,,,1
船橋,20260825,6,3,赤,3,ナムラミック,牡,5,鹿毛,20210407,デクラレーションオブウォー,ナムラマミー,ディープインパクト,見越彬,浦和,56,0-0-0-0,川島豊,浦和,（株）ファーストビジョン,オカモトファーム,,,5-2-3-34,0-1-0-5,5-1-3-27,0-0-0-1,0-0-0-1,1:18.1,良1:18.1,,,,,1
船橋,20260825,6,4,青,4,アトラクトラン,セン,4,黒鹿毛,20220426,シャンハイボビー,ヒワラニ,ディープインパクト,岡村健,船橋,56,1-0-0-0,川島一,船橋,岡村善行,畠山牧場,,,1-2-2-7,1-2-1-1,0-0-0-2,1-2-1-1,1-2-1-1,1:15.5,良1:16.4,,,,,1
船橋,20260825,6,5,黄,5,エスケイキャット,牝,6,黒鹿毛,20200509,フリオーソ,イセノラヴィソン,ファスリエフ,藤本現,大井,54,3-3-4-7,林正人,船橋,伊藤輔則,静内フジカワ牧場,,,4-5-4-16,4-5-4-16,0-0-0-0,4-4-4-14,4-4-4-11,1:15.5,良1:15.5,,,,,1
船橋,20260825,6,5,黄,6,サンスノーホワイト,牝,4,栗毛,20220328,サンダースノー,ラインハーディー,ゴールドアリュール,篠谷葵,船橋,54,1-0-1-4,石崎駿,船橋,米井新吾,株式会社ケイズ,,,1-4-3-20,1-0-1-9,0-4-2-11,1-0-1-6,0-0-0-3,1:17.8,良1:18.3,,,,,1
船橋,20260825,6,6,緑,7,アンサーパスト,セン,5,栗毛,20210209,ニューイヤーズデイ,エイブルインレース,フジキセキ,中山遥,浦和,☆55,3-1-0-2,伊藤滋,船橋,（株）レックス,荒井ファーム,,,3-2-0-7,3-2-0-6,0-0-0-1,3-1-0-5,3-1-0-5,1:15.9,良1:15.9,,,,,1
船橋,20260825,6,6,緑,8,スターアイズ,牝,4,鹿毛,20220411,ルヴァンスレーヴ,スノードリーム,スウェプトオーヴァーボード,沖響主,船橋,▲51,0-0-0-1,林　幻,船橋,猪俣文行,前谷牧場,,,1-0-0-16,1-0-0-11,0-0-0-4,1-0-0-9,1-0-0-8,1:15.3,良1:15.3,,,,,1
船橋,20260825,6,7,橙,9,スターガッツマン,牡,5,鹿毛,20210416,サトノアラジン,スターインパルス,サウスヴィグラス,川島正,船橋,56,1-1-0-4,岩崎真,船橋,大島光二,西村牧場,,,2-6-4-27,1-3-2-12,1-3-2-15,1-3-2-11,1-3-2-9,1:15.5,良1:15.5,,,,,1
船橋,20260825,6,7,橙,10,シェルヴァレイ,牡,4,黒鹿毛,20220203,エポカドーロ,マイネフェニーチェ,ブライアンズタイム,木間龍,船橋,56,0-0-0-1,齊藤敏,船橋,村田愼哉,前川義則,,,0-1-2-21,0-1-2-21,0-0-0-0,0-1-1-7,0-1-1-5,1:17.1,良1:17.1,,,,,1
船橋,20260825,6,8,桃,11,ヒロイックバイオ,牡,5,芦毛,20210310,ドレフォン,ヒカルトキメキ,クロフネ,山口達,船橋,56,0-0-0-0,玉井昇,船橋,田村忠正,中館牧場,,,3-3-5-24,1-3-3-18,2-0-2-6,0-1-2-11,0-1-2-10,1:14.7,良1:14.7,,,,,1
船橋,20260825,6,8,桃,12,マジカルレインボー,牝,4,栗毛,20220227,ダイワメジャー,スウィートショット,"Trappe Shot",山本大,船橋,△52,0-2-1-2,阿井正,船橋,田頭勇貴,浜本牧場,,,0-3-3-18,0-3-2-9,0-0-1-9,0-3-1-4,0-2-1-4,1:17.0,良1:17.0,,,,,1
船橋,20260825,7,1,白,1,コルネイユドール,牝,4,栗毛,20220308,マインドユアビスケッツ,アリンナ,マツリダゴッホ,西村栄,船橋,54,0-0-0-1,佐々清,船橋,（有）総武開発,岡田スタツド,,,0-1-0-20,0-0-0-13,0-0-0-2,0-0-0-10,0-0-0-6,1:17.2,良1:17.2,,,,,1
船橋,20260825,7,2,黒,2,ソーヴキプ,牝,6,青鹿毛,20200323,ドリームバレンチノ,エーメ,バトルプラン,秋元耕,浦和,54,0-0-0-8,渋谷博,船橋,（同）ソーテーリア,荻伏三好フアーム,,,3-0-1-57,3-0-1-56,0-0-0-1,1-0-0-36,1-0-0-25,1:15.1,良1:15.1,,,,,1
船橋,20260825,7,3,赤,3,オールトソリス,牡,5,鹿毛,20210304,ディスクリートキャット,エアティアーモ,ロージズインメイ,本田重,船橋,56,1-1-0-0,佐藤太,船橋,桑野隆司,社台ファーム,,,3-5-1-4,3-5-1-4,0-0-0-0,3-5-1-4,2-5-1-3,1:15.8,良1:15.9,,,,,1
船橋,20260825,7,4,青,4,イーオレイ,牡,4,鹿毛,20220322,ノーブルミッション,アドマイヤルミナス,エピファネイア,仲野光,船橋,56,0-1-0-5,阿井正,船橋,石井智,辻牧場,,,0-2-5-8,0-1-0-5,0-1-5-3,0-0-0-4,0-0-0-4,1:17.5,良1:17.5,,,,,1
船橋,20260825,7,5,黄,5,フィオーレ,牝,4,黒鹿毛,20220408,ルヴァンスレーヴ,ホームゲーム,オレハマッテルゼ,笠野雄,船橋,54,1-0-1-4,林　幻,船橋,平川三津,高橋陵,,,4-2-2-9,1-0-2-6,3-2-0-2,1-0-1-6,1-0-1-4,1:17.0,良1:17.0,,,,,1
船橋,20260825,7,5,黄,6,アルセリア,牝,6,鹿毛,20200513,キズナ,オウケンクイーン,"King's Best",篠谷葵,船橋,54,2-0-2-5,林正人,船橋,栗坂崇,中神牧場,,,2-4-5-18,2-3-3-14,0-0-2-3,1-0-3-13,0-0-1-4,1:16.3,良1:18.4,,,,,1
船橋,20260825,7,6,緑,7,ワールドクライシス,牡,4,鹿毛,20220504,タワーオブロンドン,シャインパーミット,ファルブラヴ,ゴンサ,船橋,56,0-0-0-0,新井清,船橋,日下部勝徳,上野正恵,,,1-2-1-5,1-2-1-5,0-0-0-0,1-2-1-5,1-2-1-4,1:16.0,良1:16.0,,,,,1
船橋,20260825,7,6,緑,8,セキテイジュウオー,セン,7,芦毛,20190512,ザファクター,ファストムーン,アドマイヤムーン,張田昂,船橋,56,2-4-4-3,張田京,船橋,杉山元洋,千葉飯田牧場,,,7-8-7-28,5-6-6-20,2-2-1-8,3-5-4-12,3-5-4-11,1:15.0,良1:15.0,,,,,1
船橋,20260825,7,7,橙,9,リュウノマキロイ,牡,7,黒鹿毛,20190226,リオンディーズ,バンドゥッチ,Rossini,野澤憲,船橋,56,2-1-4-4,齊藤敏,船橋,蓑島竜一,千代田牧場,,,7-3-8-18,3-2-6-10,4-1-2-7,3-2-6-9,0-2-1-7,1:14.7,良1:14.7,,,,,1
船橋,20260825,7,7,橙,10,ミスターアルデ,牡,4,鹿毛,20220321,アルデバラン2,ホワイトパラソル,メイショウサムソン,山中悠,船橋,56,0-0-0-1,阿井正,船橋,（株）心頼ＬｏｏＰ,安田和男,,,0-0-3-19,0-0-3-19,0-0-0-0,0-0-3-19,0-0-3-14,1:15.6,良1:15.6,,,,,1
船橋,20260825,7,8,桃,11,エウクレイア,牝,4,鹿毛,20220301,ミッキーグローリー,ヤマサラグランジュ,サクラバクシンオー,山口達,船橋,54,0-0-0-1,米谷康,船橋,（株）レックス,岡田スタツド,,,5-1-2-10,4-1-2-7,1-0-0-3,2-1-0-5,0-0-0-1,1:16.9,良1:16.9,,,,,1
船橋,20260825,7,8,桃,12,メタルハート,牝,5,青鹿毛,20210302,リオンディーズ,ミスハレクラニ,シンボリクリスエス,小杉亮,船橋,54,0-0-0-1,玉井昇,船橋,田村忠正,秋場牧場,,,1-3-2-15,1-3-2-10,0-0-0-5,0-0-0-1,0-0-0-1,1:16.8,良1:16.8,,,,,1
船橋,20260825,8,1,白,1,フォースゲイト,牡,5,鹿毛,20210220,トゥザワールド,ピサノロマン,コマンダーインチーフ,西啓太,大井,56,0-0-0-3,山崎裕,川崎,嶋田武彦,株式会社安達牧場,,,5-3-1-9,5-3-1-9,0-0-0-0,0-0-0-0,0-0-0-0,,,,,,,1
船橋,20260825,8,2,黒,2,アウフグース,牡,3,鹿毛,20230409,ニューイヤーズデイ,レッドアランダ,ディープインパクト,山中悠,船橋,55,1-0-0-2,小久智,浦和,山口裕介,上水牧場,,,3-1-1-5,2-1-1-3,1-0-0-2,0-1-1-1,0-0-0-0,,,,,,,1
船橋,20260825,8,3,赤,3,トールハンマー,牡,4,黒鹿毛,20220522,イスラボニータ,ケージーメグミ,キングカメハメハ,庄司大,船橋,56,0-0-0-0,川島一,船橋,川上武志,マリオステーブル,,,4-8-3-4,3-4-1-2,1-4-2-2,3-4-1-2,2-2-1-2,1:14.9,良1:14.9,,,,,1
船橋,20260825,8,4,青,4,ヒーローショー,牡,5,鹿毛,20210525,ホッコータルマエ,スターライラック,シニスターミニスター,臼井健,船橋,56,0-0-0-0,張田京,船橋,村田愼哉,庄野牧場,,,4-4-1-13,4-4-1-13,0-0-0-0,4-4-1-10,0-0-0-2,1:15.2,良1:15.2,,,,,1
船橋,20260825,8,5,黄,5,ファストレーン,牡,5,鹿毛,20210305,リアルスティール,フライングニンバス,"Awesome Again",ゴンサ,船橋,56,0-0-0-0,山下之,船橋,（株）シンザンクラブ,上水牧場,,,5-5-0-6,2-5-0-3,3-0-0-3,0-4-0-1,0-4-0-1,1:12.9,良1:12.9,,,,,1
船橋,20260825,8,5,黄,6,ヤギリドリーム,牡,4,鹿毛,20220428,ダノンレジェンド,ヤギリヴィーナス,コンデュイット,川島正,船橋,56,0-0-0-0,張田京,船橋,内田ヤエ子,桑嶋峰雄,,,4-3-2-8,4-3-2-8,0-0-0-0,4-2-2-8,4-2-1-8,1:15.0,良1:15.0,,,,,1
船橋,20260825,8,6,緑,7,キャッスルシオン,牝,6,鹿毛,20200524,バトルプラン,キャッスルローズ,スターリングローズ,和田譲,大井,54,1-3-0-5,渋谷博,船橋,城市公,城市公,,,3-6-5-34,3-6-5-32,0-0-0-2,2-5-4-25,2-1-2-15,1:14.7,良1:14.7,,,,,1
船橋,20260825,8,6,緑,8,サンリコリス,牝,5,栗毛,20210511,スマートファルコン,サンマディソン,シニスターミニスター,本田重,船橋,54,1-0-0-1,米谷康,船橋,山崎祐嗣,株式会社ケイズ,,,3-0-6-11,2-0-2-6,1-0-4-5,1-0-0-2,1-0-0-2,1:15.1,良1:15.1,,,,,1
船橋,20260825,8,7,橙,9,チェルカトローヴァ,牡,6,栗毛,20200318,スマートファルコン,ロサガリカ,フレンチデピュティ,木間龍,船橋,56,3-3-3-22,矢野義,船橋,（株）Ｎｉｃｋｓ,静内山田牧場,,,3-4-4-28,3-4-4-26,0-0-0-2,2-2-4-15,1-1-2-8,1:13.7,良1:13.7,,,,,1
船橋,20260825,8,7,橙,10,アトレーヴフェイス,牡,3,栗毛,20230416,オーヴァルエース,マラン,カジノドライヴ,張田昂,船橋,55,4-1-1-0,張田京,船橋,村山詠一,山岡牧場,,,4-1-1-1,4-1-1-0,0-0-0-1,4-1-1-0,3-1-1-0,1:14.6,良1:14.6,,,,,1
船橋,20260825,8,8,桃,11,エムティワイザー,牡,4,黒鹿毛,20220314,フリオーソ,エムオールビー,エムオーウイナー,古岡勇,川崎,56,1-1-2-1,山崎裕,川崎,（株）門別牧場,門別牧場,,,3-4-4-8,3-4-4-8,0-0-0-0,0-1-0-0,0-1-0-0,1:15.2,良1:15.2,,,,,1
船橋,20260825,8,8,桃,12,フークアンビション,牡,3,栗毛,20230327,モーニン,ハタノレジーナ,アイルハヴアナザー,藤原幹,船橋,55,0-0-0-1,米谷康,船橋,福岡隆史,サンシャイン牧場,,,1-3-5-5,1-3-5-3,0-0-0-2,1-3-4-2,1-2-4-2,1:14.8,良1:14.8,,,,,1
船橋,20260825,9,1,白,1,ウォールローゼ,牡,3,鹿毛,20230331,サトノダイヤモンド,ダイカグラ,ジャスタウェイ,達城龍,大井,56,0-0-2-1,山中尊,船橋,篠原徹,折手牧場,,,0-1-4-12,0-1-4-10,0-0-0-2,0-1-4-7,0-0-4-4,1:38.3,良1:38.3,,,,,1
船橋,20260825,9,2,黒,2,ボーゲンモーント,牡,3,芦毛,20230221,レッドファルクス,マーモリー,"Tiger Hill",山口達,船橋,56,1-1-0-6,林正人,船橋,ウエスト．フォレスト．ステイブル（株）,クラウン日高牧場,,,1-1-0-6,1-1-0-6,0-0-0-0,1-1-0-6,1-0-0-4,1:38.7,良1:38.7,,,,,1
船橋,20260825,9,3,赤,3,コマサ,牡,3,鹿毛,20230421,モーニン,グラナディラ,ファスリエフ,御神訓,大井,56,0-0-0-0,矢野義,船橋,菊地博,ノースガーデン,,,2-1-0-1,2-1-0-1,0-0-0-0,2-1-0-1,1-0-0-0,1:38.6,良1:38.6,,,,,1
船橋,20260825,9,4,青,4,サリーレチーマ,セン,3,栗毛,20230424,アジアエクスプレス,カーナヴァル,ダンスインザダーク,篠谷葵,船橋,56,2-0-0-2,川島一,船橋,大久保和夫,オリエント牧場,,,2-0-1-6,2-0-0-2,0-0-1-4,2-0-0-2,0-0-0-1,1:39.8,良1:39.8,,,,,1
船橋,20260825,9,4,青,5,エルアン,牡,3,栗毛,20230223,アドマイヤマーズ,グレイスアン,ディープブリランテ,所　蛍,船橋,☆55,0-0-0-0,田中力,船橋,程田健司,木村牧場,,,0-0-2-8,0-0-1-2,0-0-0-2,0-0-0-0,0-0-0-0,,,,,,,1
船橋,20260825,9,5,黄,6,オオイシフジノハナ,牡,3,栗毛,20230405,モーニン,スペリオルダンサー,アグネスタキオン,藤本現,大井,56,1-0-1-6,林正人,船橋,大石正和,田中春美,,,1-0-1-7,1-0-1-7,0-0-0-0,1-0-1-5,0-0-1-2,1:39.0,良1:39.0,,,,,1
船橋,20260825,9,5,黄,7,リプサリス,セン,3,栗毛,20230303,カレンブラックヒル,リヴェールブリス,アンライバルド,小杉亮,船橋,56,0-1-4-4,伊藤滋,船橋,伊達泰明,サンシャイン牧場,,,1-1-5-7,1-1-4-4,0-0-1-3,0-1-4-3,0-1-2-3,1:39.6,良1:39.6,,,,,1
船橋,20260825,9,6,緑,8,サウンドコネクト,セン,3,鹿毛,20230406,サートゥルナーリア,サウンドキアラ,ディープインパクト,山中悠,船橋,56,0-1-0-0,佐藤太,船橋,西村健,社台ファーム,,,2-2-0-8,1-1-0-1,1-1-0-5,1-1-0-1,1-1-0-1,1:38.0,良1:38.0,,,,,1
船橋,20260825,9,6,緑,9,ジュンピリカ,牡,3,栗毛,20230222,ダンカーク,プンタレオナ,ヘニーヒューズ,張田昂,船橋,56,0-0-3-0,張田京,船橋,河合純二,ウエスタンファーム,,,1-0-3-2,1-0-3-2,0-0-0-0,1-0-2-2,0-0-1-0,1:39.6,良1:39.6,,,,,1
船橋,20260825,9,7,橙,10,ナフセッド,牡,3,栗毛,20230410,アドマイヤマーズ,ホームタイム,"Dubai Destination",川島正,船橋,56,0-0-0-1,稲益貴,船橋,西村健,矢野牧場,,,1-2-1-10,1-0-1-3,0-2-0-6,1-0-1-2,1-0-1-2,1:38.3,良1:38.3,,,,,1
船橋,20260825,9,7,橙,11,レオソルジャー,牡,3,黒鹿毛,20230413,ダノンスマッシュ,マンディスキュア,シンボリクリスエス,仲野光,船橋,56,1-1-3-2,渡邊貴,船橋,田中博之,広富牧場,,,1-1-3-2,1-1-3-2,0-0-0-0,1-1-3-2,1-0-2-2,1:38.4,良1:38.4,,,,,1
船橋,20260825,9,8,桃,12,マオノハイジ,牝,3,栗毛,20230409,トビーズコーナー,カズノスカーレット,アグネスフライト,藤原幹,船橋,54,0-0-0-1,渋谷博,船橋,湯浅健司,中山牧場,,,0-2-2-8,0-2-2-8,0-0-0-0,0-2-2-8,0-1-0-2,1:39.2,良1:39.2,,,,,1
船橋,20260825,9,8,桃,13,オスマンサス,牡,3,栗毛,20230416,プレティオラス,コルディリエーラ,キャプテントゥーレ,笹川翼,大井,56,0-0-0-0,米谷康,船橋,根岸雄太,サンシャイン牧場,,,1-0-3-10,0-0-3-5,1-0-0-5,0-0-3-5,0-0-1-1,1:38.3,良1:38.3,,,,,1
船橋,20260825,10,1,白,1,フォースチルドレン,牡,7,鹿毛,20190311,ビッグアーサー,ストロベリーパフェ,ブライアンズタイム,木間龍,船橋,56,0-0-0-0,新井清,船橋,井手尾篤志,静内フジカワ牧場,,,4-15-8-31,3-14-7-18,1-1-1-11,2-6-1-3,0-3-0-3,1:15.1,良1:15.1,,,,,1
船橋,20260825,10,2,黒,2,セイショウフジ,牡,5,栗毛,20210430,モーニン,エルシェロアスール,アドマイヤジャパン,笠野雄,船橋,56,0-0-0-0,米谷康,船橋,岩崎暉男,山下恭茂,,,3-1-6-10,3-1-6-9,0-0-0-1,3-1-5-9,3-1-5-8,1:13.9,良1:13.9,,,,,1
船橋,20260825,10,3,赤,3,デュアルロンド,牡,5,栗毛,20210413,カレンブラックヒル,スカイワード,ティンバーカントリー,ゴンサ,船橋,56,0-0-0-0,岩崎真,船橋,坂田栄一,サンローゼン,,,2-3-2-25,0-0-1-10,2-3-1-14,0-0-0-5,0-0-0-2,1:14.5,良1:14.5,,,,,1
船橋,20260825,10,4,青,4,ズルタナイト,牡,3,栗毛,20230427,ニシケンモノノフ,ニシケンイチリン,バトルプラン,笹川翼,大井,55,0-0-0-0,小久智,浦和,近藤ひとみ,中川欽一,,,4-3-3-4,2-1-0-3,2-2-3-1,1-1-0-3,1-1-0-2,1:14.6,良1:15.6,,,,,1
船橋,20260825,10,5,黄,5,デザーヴ,牡,4,鹿毛,20220218,ディスクリートキャット,ミタイナ,Denman,本田重,船橋,56,5-2-0-1,川島一,船橋,小原準一郎,松田牧場,,,9-2-0-4,7-2-0-2,2-0-0-0,5-2-0-1,2-2-0-0,1:15.1,良1:15.1,,,,,1
船橋,20260825,10,5,黄,6,イッシンフラン,牝,4,黒鹿毛,20220303,シャンハイボビー,シルバーメール,ネオユニヴァース,澤田龍,船橋,54,1-0-1-0,新井清,船橋,豊原純弥,下河辺牧場,,,3-0-4-9,3-0-4-6,0-0-0-2,2-0-4-3,2-0-4-3,1:15.0,良1:15.4,,,,,1
船橋,20260825,10,6,緑,7,コスタデラルス,牡,4,青鹿毛,20220415,パイロ,ホウオウサファイア,サウスヴィグラス,岡村健,船橋,56,1-0-0-2,山本学,船橋,豊島愛子,山田政宏,,,3-1-1-18,1-0-0-3,2-1-1-11,0-0-0-2,0-0-0-2,1:16.1,良1:16.3,,,,,1
船橋,20260825,10,6,緑,8,ハーモニーロワ,牡,6,鹿毛,20200224,コパノリッキー,グロリアスバラッド,Kingmambo,高橋利,船橋,56,0-0-0-1,新井清,船橋,日下部勝徳,藤原牧場,,,4-2-7-16,4-2-7-16,0-0-0-0,2-0-5-13,0-0-4-11,1:14.7,良1:15.1,,,,,1
船橋,20260825,10,7,橙,9,リトルハバナ,牡,3,鹿毛,20230311,デクラレーションオブウォー,クリノサンスーシ,ベーカバド,中山遥,浦和,☆54,0-1-0-0,佐々功,船橋,鈴木栄進,木村牧場,,,2-3-0-4,2-3-0-4,0-0-0-0,2-3-0-4,1-1-0-2,1:15.1,良1:15.1,,,,,1
船橋,20260825,10,7,橙,10,キングペルレ,牡,3,青鹿毛,20230208,ルヴァンスレーヴ,ピンクペルレ,ヨハネスブルグ,篠谷葵,船橋,55,3-1-1-4,稲益貴,船橋,（株）Ｈｅｒｏレーシング,坂東牧場,,,3-1-1-5,3-1-1-5,0-0-0-0,3-1-1-4,1-0-1-1,1:14.7,良1:14.7,,,,,1
船橋,20260825,10,8,桃,11,マルヒロナイト,牡,5,栗毛,20210519,モーニン,キタサンロングラン,アドマイヤムーン,仲野光,船橋,56,4-3-1-17,玉井等,船橋,廣川直樹,カタオカステーブル,,,4-3-3-22,4-3-3-22,0-0-0-0,4-3-3-22,4-3-3-20,1:14.7,良1:14.7,,,,,1
船橋,20260825,10,8,桃,12,クラバルバトス,牝,8,芦毛,20180422,セイントアレックス,クラビッグレディ,ブラックタイアフェアー,藤本現,大井,54,0-0-0-0,伊藤滋,船橋,（株）サンエアー,倉見牧場,,,4-5-6-65,2-5-5-53,2-0-1-12,1-5-5-43,1-4-5-38,1:14.1,良1:14.7,,,,,1
船橋,20260825,11,1,白,1,モズハッピーロード,牡,8,鹿毛,20180414,"Medaglia d'Oro",Overheard,"Macho Uno",七夕裕,浦和,57,3-2-1-9,海馬司,浦和,齋藤直樹,ＰｉｎＯａｋＳｔｕｄ,,,9-10-3-35,8-8-2-32,1-2-1-2,1-0-1-6,0-0-0-5,1:44.4,良1:44.4,,,,,1
船橋,20260825,11,2,黒,2,レオスパーク,牡,5,青鹿毛,20210223,カレンブラックヒル,ミヤビキャッスル,マンハッタンカフェ,實川純,船橋,55,0-0-0-0,渡邊貴,船橋,田中博之,金石牧場,,,2-1-2-22,2-1-1-17,0-0-1-5,0-0-0-9,0-0-0-5,1:43.3,良1:43.3,,,,,1
船橋,20260825,11,3,赤,3,カレンタクト,牝,5,鹿毛,20210415,ヘニーヒューズ,ダノンパンサー,ノヴェリスト,川島正,船橋,53,1-4-0-4,大津剛,船橋,飯田貴大,千代田牧場,,,1-5-4-17,1-5-3-17,0-0-1-0,1-2-0-6,1-2-0-6,1:42.1,良1:42.1,,,,,1
船橋,20260825,11,3,赤,4,ルーラーオブダート,牡,5,鹿毛,20210220,ルーラーシップ,スアデラ,ゴールドアリュール,保園翔,浦和,55,2-1-0-6,川島一,船橋,吉田照哉,（有）社台コーポレー,,,4-3-3-16,2-1-1-7,2-1-2-9,2-1-0-6,2-1-0-6,1:41.5,良1:41.5,,,,,1
船橋,20260825,11,4,青,5,ベルガラス,牡,5,青毛,20210511,トゥザワールド,コロニアルディーバ,コロニアルアッフェアー,岡村健,船橋,57,0-4-5-23,齊藤敏,船橋,杉浦和也,サンローゼン,,,1-4-7-40,1-4-7-40,0-0-0-0,1-3-4-26,0-1-1-6,1:43.9,良1:44.3,,,,,1
船橋,20260825,11,4,青,6,アダムスアップル,牝,4,鹿毛,20220408,ディスクリートキャット,ミスアシング,キングカメハメハ,山本大,船橋,△51,1-1-1-1,佐藤太,船橋,岡田牧雄,タニグチ牧場,,,4-3-3-3,3-3-2-3,1-0-1-0,3-2-2-3,1-1-0-1,1:42.9,良1:42.9,,,,,1
船橋,20260825,11,5,黄,7,ハニートースト,牡,6,鹿毛,20200322,シニスターミニスター,ハニーバニー,メイショウボーラー,藤本現,大井,57,0-0-0-0,佐々功,船橋,豊島愛子,高橋フアーム,,,5-7-4-14,0-0-0-1,5-7-4-13,0-0-0-1,0-0-0-0,,,,,,,1
船橋,20260825,11,5,黄,8,ハセノガイセン,牡,3,黒鹿毛,20230409,カリフォルニアクローム,クライオブザソウル,ハーツクライ,張田昂,船橋,54,2-3-1-2,張田京,船橋,長谷川文夫,村田牧場,,,2-3-1-2,2-3-1-2,0-0-0-0,2-3-1-2,0-2-1-0,1:43.7,良1:43.7,,,,,1
船橋,20260825,11,6,緑,9,オンザスクエア,牝,4,鹿毛,20220328,Vekoma,サーティーンスクエアド,Liaison,ゴンサ,船橋,53,0-0-0-0,山下之,船橋,（株）社台レースホース,（有）社台コーポレー,,,2-1-0-8,0-1-0-6,2-0-0-1,0-0-0-2,0-0-0-2,1:44.9,良1:44.9,,,,,1
